Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Pennsylvania,State College,Jacks Hardware,6,Lenovo,Legion 5,SSD,Mathew,Blackwell,+1-239-195-2824,raymond21@example.org,Leah Watts,Second-hand Sales,Bank Transfer,Medium,Online,659,3987,6736,2022-02-22,2022-03-03,0,8GB,599,0,442,6368,256GB
Africa,Tanzania,Ruvuma,GHI Machines,7,HP,Elitebook,SSD,Rebecca,Odonnell,(729)589-5272,lisalee@example.com,Antonio Cobb,Returns,Cash,Low,Offline,33,21654,24256,2022-01-24,N/A,0,2GB,794,0,829,22980,256GB
Africa,Morocco,Nador,ABC Computers,9,Asus,ZenBook Flip S UX371,HDD,Tanya,Harris,105-971-6561x86184,cynthiawest@example.com,Amy Owens,New Sales,Finance,Low,Online,195,26662,29490,2022-03-10,2022-03-27,29486,8GB,817,0,631,28380,500GB
North America,California,Long Beach,A & A PCs,2,Toshiba,Satellite,HDD,Amanda,Cohen,347-875-1790x874,taylorabigail@example.com,Rachel Mitchell,Second-hand Sales,Finance,High,Online,788,7926,9978,2023-01-01,2023-01-21,40649,2GB,614,0,466,9321,500GB
North America,New York,Rochester,Western International PCs,8,Dell,Alienware,HDD,John,Choi,983.481.0263,kathrynrobinson@example.net,Kelsey Olson,Second-hand Sales,Bank Transfer,Low,Offline,40,21130,24496,2022-09-11,N/A,0,16GB,446,0,874,23939,500GB
North America,Michigan,Grand Rapids,Mini Tech,5,MSI,GS75 Stealth,SSD,Christopher,Lloyd,(518)751-3169,mitchell93@example.net,Tiffany Velez,Second-hand Sales,Finance,Low,Offline,273,25713,27871,2022-08-13,N/A,28695,8GB,763,0,652,26883,1TB
North America,North Carolina,Durham,ABC Computers,2,Samsung,Notebook 7 Spin,SSD,Joseph,Jones,001-078-677-1098x4068,bryanjones@example.org,Robert Wood,Second-hand Sales,Cash,Low,Online,667,22923,26018,2023-08-26,2023-09-20,0,4GB,470,0,787,25240,256GB
North America,California,Fresno,GH PC Shop,5,Acer,Predator Helios 300,SSD,Patrick,Garcia,001-103-144-5537x97657,michael98@example.com,Alyssa Martinez,New Sales,Finance,High,Online,532,4850,7835,2024-02-02,2024-02-12,31712,4GB,765,0,626,7489,1TB
Africa,Morocco,Azilal,Greens Laptops and PCs,1,Lenovo,IdeaCentre AIO 3,SSD,Allison,Watson,+1-915-550-5534,leebrian@example.org,Justin Kemp,Returns,Bank Transfer,Medium,Offline,684,29134,32918,2023-07-15,N/A,0,16GB,579,0,571,30915,256GB
Africa,Kenya,Narok,ABC Computers,7,HP,Elitebook,SSD,Matthew,Garcia,(694)583-4054,montgomeryjames@example.com,Amy Johnson,Second-hand Sales,Cash,High,Offline,649,3088,6688,2021-06-16,N/A,0,4GB,774,0,340,5374,500GB
North America,California,Chula Vista,ABC Computers,9,HP,ZBook,SSD,Kristin,Smith,7915594207,sotothomas@example.net,Joy Holt,Second-hand Sales,Cash,Low,Offline,499,18759,22856,2023-10-11,N/A,0,16GB,514,0,217,21185,1TB
Africa,Egypt,Red Sea,Ricks Computers,2,MSI,GF63 Thin,SSD,Christopher,Sanders,+1-098-214-4186,eharrington@example.org,Robert Hudson,Repairs,Bank Transfer,High,Offline,191,5081,8328,2022-10-24,N/A,0,4GB,502,3209,152,5945,1TB
Africa,Nigeria,Niger,GHI Machines,8,Samsung,Notebook 7 Spin,SSD,Pamela,Brown,(877)902-4854x00174,darrellharris@example.com,Randy Dillon,Repairs,Cash,Medium,Online,871,29175,33688,2021-12-15,2021-12-20,0,8GB,655,2104,866,29859,1TB
North America,Georgia,Johns Creek,Mini Tech,7,MSI,GE76 Raider,SSD,Paula,Herrera,889-419-1588x3958,wbrown@example.net,Jacqueline Rice,Returns,Cash,Medium,Online,883,25204,29928,2021-09-23,2021-10-18,0,4GB,529,0,746,26135,256GB
North America,Texas,Laredo,ABC Computers,3,Lenovo,IdeaPad Flex 5,HDD,Brady,Mendoza,001-766-945-2377x4738,rjames@example.org,Diana Rodriguez,New Sales,Bank Transfer,Medium,Offline,576,3704,7727,2021-12-03,N/A,0,2GB,771,0,786,6932,500GB
North America,Georgia,Dunwoody,GH PC Shop,9,Apple,Apple Power Mac G5,HDD,Courtney,Beck,(570)190-0876x3322,jessicalester@example.net,Ashley Thomas,Returns,Finance,High,Online,532,16378,21242,2022-07-04,2022-07-29,28570,4GB,727,0,194,17093,256GB
Africa,Botswana,North-West,Ricks Computers,2,Samsung,Notebook 5,SSD,Sarah,Bishop,001-109-846-5097,eugene99@example.org,Carrie Gonzalez,Second-hand Sales,Bank Transfer,High,Offline,994,3925,7799,2022-02-11,N/A,0,4GB,796,0,981,7394,1TB
Africa,Tanzania,Singida,Frankies Hardware and Software,6,Dell,Alienware,SSD,Alec,Johnston,(951)607-4915,tracy68@example.net,Dawn Perkins,New Sales,Bank Transfer,Medium,Offline,236,13498,18405,2021-09-22,N/A,0,2GB,822,0,938,15351,500GB
Africa,Egypt,Kafr El Sheikh,Jacks Hardware,1,Lenovo,ThinkPad X1 Carbon,HDD,Jamie,Short,849.699.6224,ugarcia@example.net,Evan Scott,Second-hand Sales,Finance,High,Online,817,2756,4954,2021-09-08,2021-10-08,28424,2GB,707,0,365,2996,500GB
North America,Florida,Port St. Lucie,DEF Machines,1,Dell,Precision,HDD,Dominic,Gonzalez,5033824160,lrichardson@example.org,Tanya Mcclure,Repairs,Bank Transfer,High,Online,684,19399,22032,2022-02-26,2022-03-18,0,2GB,647,1819,239,20003,1TB
Africa,Botswana,Central,Greens Laptops and PCs,8,Dell,Vostro,HDD,Sara,Ellison,846.401.4071x8520,mark02@example.org,Heather Singleton,New Sales,Finance,Medium,Online,483,6438,9952,2024-01-01,2024-01-28,45375,4GB,481,0,828,6896,256GB
Africa,Kenya,Nyeri,ABC Computers,10,Asus,TUF Gaming A15,SSD,Eugene,Clark,645.418.2528x60661,sullivancameron@example.net,Misty Green,Returns,Finance,Low,Online,858,3970,7924,2022-03-20,2022-04-05,12267,8GB,404,0,591,4958,1TB
Africa,Nigeria,Bayelsa,ABC Computers,9,Samsung,Notebook 9,HDD,Allison,Simpson,(504)008-6538,lynnpaul@example.net,Randy Dillon,New Sales,Bank Transfer,Medium,Offline,859,20812,25561,2022-06-26,N/A,0,8GB,401,0,519,24386,1TB
North America,Ohio,Beavercreek,GHI Machines,1,Lenovo,ThinkPad X1 Yoga,HDD,Angela,Avila,3007083367,shannon92@example.org,Roger Cole,Returns,Cash,Low,Offline,910,29169,33819,2023-10-14,N/A,0,8GB,736,0,826,30085,500GB
North America,North Carolina,Mooresville,S & A Computer Place,10,HP,Probook,SSD,Anthony,Reed,259-162-5983,sonia45@example.org,Tamara Clark,Repairs,Finance,Medium,Offline,597,12430,15726,2023-03-10,N/A,28616,8GB,704,3005,426,12789,256GB
Africa,Tanzania,Rukwa,Western International PCs,8,Lenovo,IdeaCentre AIO 3,HDD,Victor,Taylor,+1-122-635-3504,annahansen@example.com,David Osborn,Second-hand Sales,Cash,Low,Online,558,22382,24769,2022-03-09,2022-04-02,0,2GB,679,0,193,24420,1TB
Africa,Angola,Moxico,Greens Laptops and PCs,10,Asus,Chromebook Flip C434,HDD,Paige,Mcintosh,(919)818-2275x56500,watsonjon@example.com,James Thornton,Second-hand Sales,Cash,Low,Offline,399,15846,19274,2023-03-30,N/A,0,16GB,452,0,136,18989,1TB
North America,Ohio,Middletown,Benjis Tech,2,Acer,Predator Helios 300,HDD,Lori,Mercado,001-748-617-9537,michael82@example.org,Ann Johnson,Returns,Cash,Medium,Online,183,23654,28346,2021-06-29,2021-06-30,0,8GB,734,0,152,24899,256GB
North America,North Carolina,Wilmington,ABC Computers,7,HP,Probook,HDD,Eric,Gomez,001-894-555-7762x7908,shannonsanchez@example.net,Tamara Clark,New Sales,Finance,High,Online,656,21005,24460,2022-05-30,2022-06-19,29118,16GB,438,0,397,23300,500GB
North America,Georgia,Marietta,Frankies Hardware and Software,4,Microsoft,Surface Book,SSD,Hannah,Higgins,+1-632-459-4062x9087,joseph50@example.org,Michael Turner,Repairs,Bank Transfer,Low,Online,232,2828,5181,2021-06-22,2021-07-03,0,16GB,731,2963,391,3375,500GB
Africa,Egypt,Alexandria,Frankies Hardware and Software,3,Samsung,Notebook 9 Pen,SSD,Sean,Williamson,+1-383-483-5712x1960,kevinstevens@example.net,Christina Garza,Second-hand Sales,Finance,High,Online,604,8112,12826,2023-08-30,2023-09-06,27715,8GB,801,0,225,8645,500GB
Africa,Egypt,Aswan,CK Tech Store,10,Acer,ConceptD 5,SSD,Mikayla,Conley,001-952-016-7445x38860,meganturner@example.net,Evan Scott,Repairs,Finance,High,Offline,487,11053,15205,2022-09-21,N/A,27426,8GB,451,3310,59,11741,1TB
Africa,Angola,Cunene,KyaSand Tech Gadgets,6,Toshiba,Chromebook,SSD,William,Novak,(030)875-8621x4952,keithwilliams@example.org,Kenneth Willis,Second-hand Sales,Finance,High,Offline,793,15886,20884,2022-12-21,N/A,45025,2GB,623,0,36,17751,1TB
North America,Michigan,Midland,Greens Laptops and PCs,8,Samsung,Notebook 7 Spin,HDD,Debra,Baker,985-115-9106,caseyjohnson@example.com,Casey Dunn,Returns,Finance,Low,Online,809,3046,5196,2023-11-15,2023-12-10,30704,2GB,505,0,455,4984,500GB
Africa,Egypt,Dakahlia,Mini Tech,10,Dell,Precision,HDD,Brandon,Hammond,969-821-6188,urobertson@example.org,Christina Garza,New Sales,Bank Transfer,Low,Online,484,26973,31791,2021-06-08,2021-06-14,0,8GB,541,0,26,30526,256GB
Africa,Botswana,Central,ABC Computers,1,Microsoft,Surface Go,SSD,Tammy,Webb,4694055076,maldonadosteven@example.org,Susan Nelson,Returns,Cash,Medium,Offline,677,21058,25484,2022-08-06,N/A,0,4GB,836,0,825,25290,500GB
Africa,Egypt,Gharbia,DEF Machines,5,Dell,Inspiron,SSD,Amanda,Ward,001-534-754-1655x547,jacob89@example.com,Michael Gibson,Repairs,Cash,Low,Online,890,5306,9216,2023-11-12,2023-12-01,0,16GB,828,4804,426,6119,1TB
Africa,Nigeria,Akwa Ibom,XYZ Tech,5,Toshiba,Satellite,SSD,Robert,Randall,001-090-011-5556x9598,taylor16@example.com,Mary Shaw,Repairs,Bank Transfer,Low,Offline,254,9213,11547,2022-12-13,N/A,0,2GB,479,1336,470,10478,500GB
North America,California,Long Beach,Mini Tech,3,Apple,Apple Lisa,SSD,James,Hill,137-065-3064,jill07@example.net,Larry Smith,New Sales,Cash,Medium,Online,242,16482,19329,2022-11-08,2022-11-22,0,4GB,600,0,983,18025,256GB
Africa,Kenya,Taita-Taveta,Mini Tech,1,Dell,Venue,SSD,Joshua,Turner,+1-211-589-4644x586,taylorbraun@example.com,Christopher Santos,Second-hand Sales,Cash,Medium,Offline,342,27698,32423,2022-11-16,N/A,0,16GB,456,0,557,30206,1TB
Africa,Tanzania,Mtwara,ABC Computers,2,Lenovo,ThinkPad X13 Yoga,HDD,Heather,Frey,+1-307-968-7462x527,rogersraymond@example.com,David Osborn,New Sales,Cash,Low,Offline,136,23671,27367,2022-06-07,N/A,0,4GB,822,0,912,23749,256GB
North America,Michigan,East Lansing,S & A Computer Place,1,Asus,ZenBook UX425,SSD,Monica,Schwartz,(378)932-6663,michelle22@example.org,Michael Gomez,Second-hand Sales,Bank Transfer,High,Offline,791,9603,11896,2023-05-22,N/A,0,2GB,728,0,874,11031,256GB
North America,Texas,Abilene,Jacks Hardware,6,Apple,Apple MacBook Pro,SSD,Victor,Smith,2983393149,jennifer77@example.org,Courtney Morgan,Second-hand Sales,Cash,Medium,Offline,823,21179,23474,2023-12-05,N/A,0,2GB,549,0,341,22453,500GB
Africa,Nigeria,Yobe,ABC Computers,4,HP,Spectre,HDD,Adam,King,+1-811-205-8558x037,dakotatorres@example.net,Collin Bryant,Returns,Bank Transfer,Medium,Online,377,15041,19378,2023-06-15,2023-07-01,0,8GB,467,0,226,18477,1TB
North America,Ohio,Columbus,GHI Machines,1,MSI,GL65 Leopard,SSD,Juan,Lester,+1-260-614-2459x92982,contrerastonya@example.org,Eric James,Returns,Bank Transfer,High,Online,519,15253,19243,2022-07-27,2022-08-17,0,16GB,695,0,815,19170,256GB
North America,New York,Hempstead,CK Tech Store,10,Acer,Spin 5,HDD,Michael,Fuller,208.636.5993x6645,robert16@example.org,Natalie Jimenez,Repairs,Finance,Medium,Online,954,28308,32204,2021-08-11,2021-09-01,44340,2GB,663,3910,972,30321,1TB
Africa,Morocco,Fes-Meknes,KyaSand Tech Gadgets,5,Acer,Aspire 5,HDD,Logan,Schmidt,5064800401,braunjohnny@example.org,Amy Owens,Repairs,Finance,High,Online,283,12618,16786,2022-02-15,2022-03-16,29010,4GB,770,3856,962,13888,500GB
Africa,Egypt,Sharqia,Mini Tech,9,Asus,TUF Gaming A15,HDD,Kevin,Jefferson,(724)409-3818x78739,adrienne00@example.org,Mario Daniel,Second-hand Sales,Finance,Medium,Online,497,12983,16736,2023-02-26,2023-03-20,32304,4GB,838,0,739,13718,1TB
North America,Texas,Brownsville,ABC Computers,1,Microsoft,Surface Duo,SSD,Lori,Peterson,900.307.7495x285,melissa83@example.net,Michael Koch,Returns,Bank Transfer,Medium,Online,43,11454,15649,2022-02-27,2022-03-26,0,16GB,700,0,259,15503,1TB
North America,Ohio,Elyria,CK Tech Store,9,Lenovo,ThinkPad X13 Yoga,SSD,Erin,Haynes,001-310-219-0274,trice@example.com,Melissa Fernandez,Second-hand Sales,Cash,Medium,Online,133,20879,22972,2023-03-26,2023-04-11,0,2GB,615,0,349,22038,256GB
North America,Georgia,Albany,LJ Computers,7,MSI,GS75 Stealth,HDD,Jonathan,King,7468759596,umartinez@example.net,Ashley Thomas,Second-hand Sales,Finance,High,Online,671,23934,27541,2021-11-21,2021-12-10,11195,2GB,480,0,112,25932,500GB
North America,Pennsylvania,Altoona,ABC Computers,7,Microsoft,Surface Studio,SSD,Joshua,Myers,215-499-4656x9170,victoria21@example.com,Thomas Perry,Repairs,Finance,High,Online,815,27781,32397,2021-10-20,2021-11-08,723,4GB,529,2196,806,31341,256GB
Africa,Kenya,Migori,ABC Computers,3,Apple,Apple PowerBook G4,SSD,Kristy,Marks,(224)445-7216x98648,hodgesstacey@example.net,Amy Johnson,Repairs,Finance,Low,Offline,66,15403,17517,2022-10-07,N/A,6605,4GB,613,3628,771,16943,256GB
Africa,Morocco,Khouribga,A & A PCs,1,Asus,ProArt StudioBook Pro X,HDD,Danielle,Wright,+1-519-033-1383x482,christopherlawrence@example.org,Jessica Thomas,Returns,Bank Transfer,Low,Online,936,14634,17963,2021-06-28,2021-07-17,0,2GB,598,0,824,14902,256GB
Africa,Morocco,Azilal,Benjis Tech,9,HP,Elitebook,HDD,Christopher,Ramos,377-135-5934x3525,burnssarah@example.com,Gwendolyn Thomas,Repairs,Bank Transfer,High,Online,412,4920,8346,2022-05-14,2022-05-23,0,4GB,486,4297,804,7342,256GB
Africa,Angola,Cuanza Norte,DEF Machines,6,Dell,OptiPlex,HDD,David,Krause,542.214.8436x242,zsutton@example.net,Ruben Snow,Returns,Bank Transfer,Low,Online,295,18367,20749,2023-04-23,2023-05-21,0,2GB,567,0,912,20332,1TB
North America,Florida,Jacksonville,Benjis Tech,1,Samsung,Galaxy Chromebook 2,SSD,Robert,Palmer,266-817-2993x386,codymason@example.net,Jordan Jensen,Returns,Cash,Low,Offline,660,25091,29729,2023-11-24,N/A,0,2GB,624,0,256,28391,256GB
Africa,Angola,Cuanza Norte,S & A Computer Place,5,Lenovo,Legion 5,SSD,Perry,Young,(070)327-4168x24601,cookechristopher@example.com,Ruben Snow,Repairs,Cash,High,Offline,652,26790,31064,2022-11-17,N/A,0,4GB,624,1204,655,30177,256GB
North America,Texas,Austin,S & A Computer Place,10,Toshiba,Dynabook,SSD,Jody,Walters,8301410819,smithamy@example.net,Mike Miranda,Returns,Cash,Low,Online,494,27750,32524,2023-08-19,2023-09-12,0,16GB,631,0,639,32444,256GB
North America,Pennsylvania,New Castle,CK Tech Store,5,Microsoft,Surface Neo,HDD,Amy,Wilson,316.237.3421,cyoung@example.net,Carl Davis,Repairs,Cash,Low,Online,821,23208,28050,2021-05-31,2021-06-24,0,16GB,437,2766,604,24576,500GB
North America,Michigan,Westland,LJ Computers,1,Toshiba,Satellite,HDD,Daniel,Turner,001-399-565-2976,rubenzimmerman@example.com,Erika Larsen,Second-hand Sales,Bank Transfer,Medium,Offline,457,16300,19709,2023-05-13,N/A,0,16GB,731,0,337,18757,256GB
Africa,Nigeria,Delta,Frankies Hardware and Software,8,Dell,Venue,SSD,Haley,Bush,+1-434-184-2880x316,marygregory@example.net,Diana Waters,Second-hand Sales,Bank Transfer,Medium,Offline,664,29016,32892,2022-05-25,N/A,0,16GB,524,0,188,29897,500GB
Africa,South Africa,Free State,Frankies Hardware and Software,8,Microsoft,Surface Duo,SSD,Robert,Patel,9428171020,moralespeter@example.net,Daniel Lane,Returns,Finance,Medium,Offline,382,23388,25799,2021-06-05,N/A,34582,4GB,662,0,561,24752,500GB
North America,California,Bakersfield,CK Tech Store,2,Dell,XPS,HDD,Edward,Sandoval,+1-990-499-0442x041,omunoz@example.com,Joe Black,Repairs,Finance,High,Offline,177,14285,17021,2022-07-03,N/A,1760,16GB,799,2342,741,16489,1TB
North America,Illinois,Tinley Park,ABC Computers,8,Asus,ExpertBook B9,HDD,Linda,Wang,481.129.9928x639,evansbrittney@example.net,Jeremy Thomas,Returns,Finance,High,Offline,521,3967,8209,2023-08-14,N/A,10109,16GB,527,0,91,6707,256GB
North America,New York,Newburgh,Benjis Tech,10,Asus,ZenBook UX425,SSD,Pamela,Monroe,904.319.9455,jwilliams@example.net,Jake Lee,Second-hand Sales,Cash,Medium,Online,622,6836,11625,2023-01-31,2023-02-04,0,16GB,481,0,756,10276,1TB
Africa,Kenya,Machakos,ABC Computers,4,MSI,Modern 15,SSD,John,Mckenzie,001-832-258-3607,xnewton@example.net,Amy Johnson,Second-hand Sales,Bank Transfer,Medium,Offline,85,28263,30865,2023-10-17,N/A,0,8GB,846,0,436,30563,500GB
North America,Michigan,Port Huron,GH PC Shop,3,Samsung,Notebook 9 Pro,HDD,Sergio,Young,654-404-3239x830,nsparks@example.com,Elizabeth Martinez,New Sales,Finance,High,Online,837,26011,28919,2022-04-28,2022-05-17,45337,2GB,713,0,272,27935,1TB
Africa,Morocco,Kenitra Province,GH PC Shop,7,Toshiba,Portege,HDD,Matthew,Wilson,3319162172,hperry@example.com,Amy Owens,Second-hand Sales,Cash,Medium,Offline,337,17526,21101,2021-03-22,N/A,0,2GB,746,0,243,18466,1TB
North America,New York,Troy,KyaSand Tech Gadgets,9,Dell,Chromebook,HDD,Laura,Martinez,566-602-1683,guerrareginald@example.org,Victoria Hodges,Second-hand Sales,Bank Transfer,Medium,Offline,343,28854,31990,2024-02-06,N/A,0,4GB,453,0,755,30607,500GB
North America,Michigan,Royal Oak,ABC Computers,5,Samsung,Notebook 9 Pro,SSD,Eric,Bartlett,+1-599-342-1105x67805,douglasjessica@example.net,Kevin Padilla,Returns,Finance,High,Online,694,29145,31485,2023-02-01,2023-02-27,20311,8GB,794,0,147,30719,1TB
North America,Michigan,Sterling Heights,Western International PCs,3,Lenovo,ThinkPad P15s,SSD,Michael,Hernandez,(404)044-0369,isparks@example.net,Veronica Larson,New Sales,Cash,Low,Offline,109,23010,27978,2021-11-25,N/A,0,4GB,665,0,918,25237,500GB
North America,Texas,Brownsville,ABC Computers,4,HP,Stream,SSD,Kurt,Carey,001-096-129-9447x38634,deanlittle@example.net,Lori Washington,New Sales,Bank Transfer,Medium,Offline,845,7052,11957,2023-09-19,N/A,0,4GB,702,0,507,11896,500GB
Africa,Ghana,Ashanti,Jacks Hardware,1,MSI,GS66 Stealth,SSD,Stephanie,Mcintyre,626.686.5063x2966,cynthiashannon@example.org,Jessica Morgan,Returns,Finance,Medium,Online,974,9154,14152,2023-09-25,2023-10-19,46580,8GB,540,0,243,9714,1TB
North America,Pennsylvania,Reading,A & A PCs,3,MSI,GP76 Leopard,HDD,Robert,Bailey,4055174806,waynestevens@example.org,Carl Davis,Returns,Finance,High,Online,7,19823,24731,2022-12-20,2023-01-17,43802,8GB,838,0,824,22979,500GB
Africa,Egypt,Red Sea,Jacks Hardware,5,Apple,Apple Power Mac G5,SSD,Stephanie,Lopez,+1-742-171-3828x380,gibsoneric@example.org,Diana Owens,Repairs,Finance,Medium,Offline,164,9868,14487,2021-12-22,N/A,46774,2GB,597,3620,494,13135,500GB
Africa,Tanzania,Pwani,S & A Computer Place,10,Dell,Latitude,SSD,Jennifer,Oneill,358.091.5852x6942,wmason@example.org,Alicia Evans,Second-hand Sales,Finance,Medium,Online,638,11576,15651,2022-03-29,2022-04-09,17668,8GB,464,0,175,12463,256GB
Africa,Angola,Moxico,DEF Machines,10,HP,Probook,SSD,Michael,Gomez,+1-133-290-8834,ievans@example.net,Lori Anderson,Returns,Finance,High,Online,873,25053,28589,2023-09-20,2023-10-15,32435,16GB,715,0,459,27576,256GB
North America,Georgia,Macon,Ricks Computers,8,Samsung,Notebook 9 Pro,HDD,Patricia,Sawyer,958.586.5312x58423,stephensjohn@example.org,Chris Jones,Second-hand Sales,Bank Transfer,High,Online,716,10629,13407,2023-01-27,2023-02-02,0,4GB,532,0,731,10926,1TB
Africa,Nigeria,Osun,Mini Tech,1,HP,Spectre,HDD,Sierra,Rangel,144-701-3982x61999,brandydouglas@example.net,Pamela Morgan,Repairs,Cash,High,Offline,534,8572,12277,2023-04-05,N/A,0,8GB,676,1042,522,11136,1TB
Africa,Morocco,Nouaceur,XYZ Tech,1,Microsoft,Surface Go,SSD,Ronald,Bush,001-029-918-6764x760,patelchad@example.net,Jessica Thomas,Second-hand Sales,Finance,Low,Offline,967,14329,17967,2022-03-23,N/A,10429,2GB,683,0,75,17204,500GB
Africa,Nigeria,Kogi,Greens Laptops and PCs,9,Acer,Aspire 7,SSD,Mikayla,Soto,+1-592-700-7655x3189,dominguezjesse@example.org,Mary Shaw,Returns,Cash,Medium,Online,335,28302,31988,2021-10-22,2021-11-04,0,2GB,611,0,987,30605,500GB
Africa,Kenya,Tharaka-Nithi,A & A PCs,10,Toshiba,Dynabook,SSD,Judith,Farmer,+1-943-071-1707x8535,shermanleslie@example.org,Kenneth Moore,New Sales,Bank Transfer,Medium,Offline,65,15257,17633,2021-11-18,N/A,0,8GB,594,0,534,15425,256GB
North America,Texas,Killeen,A & A PCs,5,Apple,Apple Macintosh Classic,SSD,Derek,Jones,001-759-319-8587x693,lcruz@example.net,Lori Washington,Second-hand Sales,Finance,Low,Offline,316,25803,30066,2023-07-30,N/A,28185,2GB,843,0,673,29651,500GB
Africa,Ghana,Ashanti,S & A Computer Place,7,HP,Stream,HDD,Michael,Russell,(178)633-3038,seth57@example.net,Krista Wu,Returns,Bank Transfer,High,Online,11,15108,19293,2023-09-10,2023-09-20,0,4GB,634,0,510,17922,1TB
North America,Illinois,Schaumburg,Benjis Tech,6,Samsung,Notebook 9 Pro,SSD,Kyle,Perkins,(989)829-2701,jessica07@example.org,Jeremy Thomas,Second-hand Sales,Cash,Low,Offline,974,16980,21333,2021-10-10,N/A,0,16GB,559,0,859,18203,1TB
Africa,Egypt,Damietta,DEF Machines,10,Asus,ROG Strix Scar III,SSD,Scott,Garrett,001-750-678-9087,ashleytami@example.org,Allison Gilbert,Repairs,Bank Transfer,Medium,Offline,490,13015,15324,2023-08-11,N/A,0,2GB,551,2542,347,15232,1TB
Africa,Morocco,Marrakesh-Safi,Benjis Tech,8,Dell,Alienware,SSD,Vanessa,Johnson,+1-934-528-4341x1972,chuff@example.com,Emma Scott,Returns,Cash,High,Online,49,6799,10876,2023-06-11,2023-06-29,0,4GB,648,0,115,10259,256GB
North America,North Carolina,Salisbury,Benjis Tech,7,Microsoft,Surface Book,HDD,John,Mays,526.205.8772,raymond33@example.net,Robert Wood,Second-hand Sales,Bank Transfer,Medium,Online,616,6417,8922,2024-03-02,2024-03-18,0,2GB,429,0,58,6638,256GB
North America,North Carolina,Fayetteville,Frankies Hardware and Software,5,Dell,Inspiron,HDD,Jason,Webster,(146)849-1949x202,callen@example.org,Robert Wood,Returns,Bank Transfer,High,Offline,845,17660,20451,2021-09-17,N/A,0,16GB,497,0,294,18007,500GB
North America,California,Chula Vista,Mini Tech,9,Toshiba,Dynabook,HDD,Erika,Fowler,721.483.8741,qrichardson@example.org,Joe Black,New Sales,Cash,High,Online,1000,23945,28100,2022-10-17,2022-11-13,0,16GB,584,0,392,24566,1TB
North America,Pennsylvania,Harrisburg,Jacks Hardware,2,Apple,Apple Power Mac G5,HDD,Cynthia,Robbins,+1-730-966-4618x8924,jamessantana@example.com,Carl Davis,Second-hand Sales,Bank Transfer,High,Offline,870,12115,14609,2023-02-27,N/A,0,8GB,567,0,128,13603,1TB
North America,Florida,Orlando,GHI Machines,3,MSI,GP76 Leopard,SSD,Julie,Marshall,2860428406,campbelljames@example.net,Jordan Jensen,Repairs,Cash,Low,Online,593,19048,23459,2022-01-15,2022-01-24,0,16GB,532,3183,482,22714,1TB
North America,Illinois,Tinley Park,GHI Machines,5,Lenovo,Legion 5,HDD,Jeremy,Jordan,547.187.8939,ashleywilliamson@example.com,Curtis Tucker,Second-hand Sales,Cash,High,Offline,25,6412,10639,2021-06-07,N/A,0,16GB,593,0,774,6539,256GB
North America,New York,Spring Valley,Greens Laptops and PCs,5,Samsung,Notebook 9 Pro,HDD,James,Williams,001-762-555-4602x352,christopher48@example.org,Victoria Hodges,Returns,Finance,Medium,Online,59,14276,18004,2022-06-24,2022-07-24,22474,8GB,842,0,225,17117,256GB
Africa,South Africa,KwaZulu-Natal,DEF Machines,2,Samsung,Notebook 9 Pen,HDD,Zachary,Hanna,+1-473-507-1740,samuel76@example.com,Erin Williams,Returns,Cash,High,Online,457,27326,30332,2023-09-17,2023-10-16,0,2GB,568,0,577,27393,500GB
Africa,Ghana,Eastern,Greens Laptops and PCs,10,HP,Omen,HDD,Kelli,Fleming,001-984-116-7441x5969,roththomas@example.com,Troy Howell,Second-hand Sales,Cash,Medium,Online,745,22390,24814,2023-07-24,2023-08-05,0,2GB,462,0,559,23809,256GB
Africa,Ghana,Upper East,GH PC Shop,1,Microsoft,Surface Neo,SSD,Roberto,Freeman,284.179.8859x0292,nicolecalderon@example.org,Jonathan Miller,New Sales,Finance,Medium,Offline,7,21869,26744,2022-02-24,N/A,49522,2GB,843,0,991,25522,500GB
North America,Illinois,Tinley Park,Jacks Hardware,2,Dell,Venue,SSD,Heather,Roth,296.132.8329,stephanierussell@example.com,Amanda Mitchell,Repairs,Bank Transfer,High,Offline,143,10447,13978,2021-10-01,N/A,0,2GB,752,4500,868,12549,256GB
North America,Georgia,Savannah,DEF Machines,5,Samsung,Notebook 5,HDD,Kelly,Klein,001-508-390-9597x519,morganandrew@example.com,Michael Collins,Second-hand Sales,Cash,Low,Online,664,18234,20922,2022-10-31,2022-11-05,0,8GB,405,0,765,18482,500GB
Africa,Ethiopia,Harari,Benjis Tech,1,Asus,VivoBook Flip 14,HDD,Natalie,White,001-129-444-6405,michael42@example.net,Samuel Hurst,Second-hand Sales,Finance,Medium,Online,967,22329,24841,2023-04-26,2023-05-10,20588,4GB,620,0,768,24041,1TB
